CourseCode,Department,Content-to-ILO,ILO-to-Content,# Chunks,# Outcomes,Year,Credits,Content Length
BAL135,158,0.8013,0.698,3,5,2012,30.0,76
ST425A,311,0.6693,0.7307,8,5,2010,7.5,76
ST5501,311,0.6765,0.7559,8,4,2022,7.5,163
JU674B,220,0.6472,0.6245,8,5,2019,15.0,159
JU221F,220,0.524,0.6866,8,4,2021,3.5,110
HVMA13,130,0.6973,0.7349,5,6,2021,15.0,78
FR3LIT,165,0.658,0.6937,2,3,2023,7.5,36
US962U,130,0.7975,0.8223,5,4,2020,7.5,87
UCG119,306,0.7146,0.7499,3,3,2019,7.5,61
MT7038,403,0.6624,0.7922,3,7,2021,7.5,67
GE4024,463,0.8404,0.8404,2,2,2022,2.5,28
UB308Y,318,0.8761,0.8555,3,5,2019,12.0,148
IB157N,323,0.6272,0.7006,4,3,2020,7.5,61
PH27G0,333,0.7454,0.875,10,4,2022,7.5,212
UB37UU,318,0.7526,0.7803,4,5,2019,4.0,83
UCG013,306,0.8582,0.8315,3,4,2021,7.5,49
JU674M,220,0.6875,0.8346,16,6,2015,15.0,268
NU3013,474,0.6378,0.7526,5,4,2021,7.5,88
AR2100,108,0.6414,0.8415,4,1,2023,30.0,70
GG7023,464,0.6503,0.6457,7,7,2019,7.5,58
SLTJ2B,158,0.773,0.7927,14,8,2023,15.0,173
PR1524,302,0.8515,0.7964,1,4,2020,7.5,32
LIDF12,153,0.6417,0.6545,2,3,2023,7.5,73
US272F,130,0.8251,0.8521,6,6,2023,7.5,68
LIN216,153,0.6544,0.6103,3,4,2019,7.5,64
JU263F,220,0.6696,0.7313,8,5,2023,3.5,179
FK5021,402,0.5913,0.7718,9,5,2016,7.5,146
TTA660,154,0.5445,0.5435,4,4,2019,30.0,58
US192F,130,0.8323,0.8388,4,5,2019,7.5,120
VPA104,306,0.644,0.6366,3,2,2019,7.5,58
TVOPDR,106,0.8014,0.7776,2,3,2020,7.5,38
DA7065,403,0.6495,0.7053,8,5,2021,7.5,47
KO7008,434,0.7335,0.7313,2,5,2014,15.0,30
MI8026,485,0.8495,0.8384,4,6,2022,7.5,134
KV6007,106,0.7032,0.673,4,7,2019,15.0,91
JKB914,172,0.8829,0.8404,2,3,2013,7.5,49
GE2018,463,0.7375,0.7543,8,8,2020,30.0,148
YPA100,306,0.808,0.7817,2,3,2019,7.5,50
JU218L,220,0.6555,0.6596,3,5,2022,22.5,73
GE5042,463,0.7571,0.7704,4,3,2023,7.5,91
LA1106,165,0.6727,0.8338,5,5,2023,7.5,82
SLBIOI,158,0.771,0.6852,4,4,2021,7.5,99
GE7073,463,0.8337,0.6428,2,3,2017,15.0,54
IB406N,323,0.7003,0.7262,15,9,2019,22.5,274
JK0500,172,0.5889,0.6035,4,6,2023,30.0,57
AN4317,108,0.7582,0.8074,5,1,2022,7.5,81
NL1020,158,0.8328,0.7394,8,8,2022,15.0,157
MI7007,485,0.8381,0.7937,2,4,2019,15.0,70
BL5033,460,0.7465,0.7206,5,4,2023,15.0,103
ABPEGF,172,0.8543,0.7342,1,5,2022,15.0,19
BL1012,460,0.8129,0.8571,5,6,2011,7.5,70
KSB908,165,0.6985,0.7448,5,4,2019,7.5,121
MI8013,485,0.7781,0.679,1,6,2019,7.5,27
SLTJKI,158,0.7908,0.8013,3,3,2023,7.5,65
ENGE2F,150,0.715,0.7147,5,5,2022,7.5,122
JU672M,220,0.6454,0.7757,20,6,2015,15.0,325
JUL102,220,0.6924,0.747,7,4,2019,2.5,103
EH1907,301,0.8301,0.7807,3,5,2023,7.5,55
JU727B,220,0.7745,0.797,4,4,2019,15.0,80
HVAN01,130,0.7853,0.7511,3,6,2020,7.5,67
SO7021,310,0.6216,0.7853,9,7,2019,7.5,163
MT7002,403,0.6261,0.5357,1,4,2021,7.5,12
JU729A,220,0.7029,0.6516,6,4,2019,15.0,141
ML487N,323,0.8261,0.8287,2,1,2020,7.5,43
FS1704,120,0.8011,0.7261,3,4,2021,7.5,54
TTA666,154,0.7882,0.8009,3,3,2024,7.5,88
PSPR88,308,0.7757,0.716,3,6,2023,7.5,52
PH03A1,333,0.8767,0.8599,3,4,2023,7.5,71
JO7079,120,0.7498,0.7888,2,2,2024,7.5,50
AS8002,401,0.6937,0.6991,9,7,2022,7.5,176
IB577C,323,0.5831,0.6825,17,7,2019,7.5,256
JKB661,172,0.7311,0.6642,4,6,2017,30.0,95
RHG114,103,0.872,0.872,1,1,2022,7.5,47
PS1301,308,0.8229,0.8287,5,5,2023,7.5,99
TTA612,154,0.7625,0.8493,3,3,2019,7.5,59
AN4225,108,0.6663,0.7152,5,4,2021,7.5,103
SOD200,310,0.6901,0.6805,11,9,2020,30.0,180
HI1352,104,0.7797,0.8316,4,3,2018,10.0,67
ITSTM3,165,0.7029,0.7242,2,1,2020,7.5,28
UB35UU,318,0.895,0.8125,6,8,2019,10.5,191
PR4525,302,0.6812,0.8597,3,3,2021,7.5,47
IH5234,106,0.6109,0.6756,4,3,2021,7.5,63
MI7022,485,0.8086,0.7502,2,8,2022,7.5,66
BKK003,318,0.8469,0.7594,1,3,2022,7.5,35
TVTDGF,106,0.8444,0.7699,2,3,2021,15.0,41
MT7050,403,0.6701,0.7575,3,5,2023,7.5,72
JU922A,220,0.7229,0.642,3,6,2023,15.0,78
KV5223,106,0.6725,0.7268,5,2,2009,7.5,77
NS1127,154,0.6551,0.7738,3,2,2022,7.5,65
ARO931,108,0.5298,0.5917,4,1,2015,30.0,68
LIN504,153,0.6394,0.5464,2,4,2017,7.5,53
SLRX73,158,0.6592,0.604,4,10,2017,30.0,78
LIN222,153,0.8283,0.8211,3,3,2024,7.5,60
GE5044,463,0.8533,0.817,2,4,2023,7.5,40
HVTEGN,130,0.8552,0.8371,4,3,2023,7.5,97
EC7213,305,0.7157,0.8026,6,2,2013,7.5,97
USE42G,130,0.7227,0.8501,6,4,2022,7.5,101
FE6623,302,0.7894,0.8691,7,3,2023,7.5,165
YP030U,306,0.7211,0.7279,4,7,2021,7.5,68
GV5014,103,0.6431,0.647,8,3,2023,7.5,124
LIN317,153,0.6867,0.6327,3,3,2021,7.5,106
GG5014,464,0.7323,0.7099,5,5,2019,7.5,31
SLPOKI,158,0.8291,0.8395,3,3,2020,7.5,69
EH8001,301,0.6728,0.6865,6,9,2022,15.0,155
US8213,130,0.8595,0.8707,4,3,2023,7.5,62
MT7006,403,0.603,0.5577,2,6,2018,7.5,59
TVIKPK,106,0.8156,0.8169,4,4,2020,7.5,73
UCSY02,306,0.84,0.8526,3,2,2020,7.5,47
LIB700,153,0.644,0.5085,1,5,2017,15.0,20
AS5005,401,0.7005,0.6648,6,6,2022,7.5,102
JU698M,220,0.6278,0.711,14,6,2021,15.0,275
USS303,130,0.5993,0.6155,5,4,2013,15.0,84
BL2032,460,0.6625,0.7192,7,4,2022,15.0,87
KB8027,431,0.7054,0.7694,5,5,2020,15.0,80
PS1140,308,0.7441,0.8112,4,4,2023,7.5,74
BL7048,460,0.7074,0.7074,3,3,2017,7.5,66
JU377A,220,0.764,0.748,3,6,2019,15.0,58
JU735A,220,0.5326,0.6468,8,3,2019,15.0,151
MM7032,403,0.6881,0.5834,2,4,2022,7.5,63
FIBE10,102,0.5811,0.7493,18,5,2021,30.0,294
JKB221,172,0.7257,0.7028,5,5,2019,22.5,116
JU213L,220,0.7549,0.7054,7,6,2023,9.0,130
HI8069,104,0.7188,0.8379,3,3,2020,7.5,79
GG4028,464,0.6431,0.7324,7,5,2019,7.5,49
JU317K,220,0.6049,0.6264,9,9,2023,10.5,192
LIN226,153,0.6574,0.6108,3,4,2022,7.5,62
CT1012,154,0.8118,0.7754,4,8,2022,7.5,113
LVAN44,106,0.6596,0.8209,5,1,2020,7.5,81
LVAN61,106,0.7453,0.7405,3,3,2021,7.5,56
KSB010,165,0.7396,0.7267,2,3,2018,7.5,19
BAL730,158,0.925,0.8799,1,4,2022,7.5,29
SA7000,309,0.4544,0.6147,9,5,2022,7.5,206
MM4004,403,0.8069,0.731,4,5,2018,7.5,145
IB918N,323,0.6362,0.654,3,1,2019,7.5,31
JU67FF,220,0.7553,0.6096,3,4,2019,15.0,56
UM57VU,130,0.7421,0.7261,6,10,2019,15.0,86
MO7003,404,0.5602,0.7302,11,3,2019,15.0,60
GG5123,464,0.7659,0.6524,1,6,2019,7.5,45
FE3340,302,0.7683,0.8372,4,3,2020,7.5,98
FR022A,165,0.653,0.6686,12,10,2021,15.0,168
RHA311,103,0.7554,0.73,3,5,2022,7.5,48
EC7218,305,0.6393,0.675,5,2,2020,7.5,74
PO5505,165,0.6061,0.6983,4,4,2023,7.5,61
MM5015,403,0.6683,0.7212,11,10,2021,7.5,51
BL2019,460,0.7926,0.609,2,4,2008,6.0,32
SLUASS,158,0.7861,0.8158,5,5,2017,7.5,56
HI1351,104,0.7546,0.7433,7,10,2020,15.0,144
ABMGF5,172,0.7866,0.8524,4,2,2020,7.5,77
PRMFI1,302,0.5966,0.7103,3,6,2020,7.5,88
GG1005,464,0.6908,0.7628,6,5,2019,7.5,27
NS7095,154,0.4071,0.4628,3,3,2023,7.5,31
LIT003,153,0.8296,0.8631,4,4,2022,7.5,104
EH6102,301,0.8734,0.6624,4,4,2019,15.0,154
IB159N,323,0.6924,0.6903,3,4,2020,7.5,59
PSPR39,308,0.7901,0.6139,2,4,2021,7.5,33
USEN1G,130,0.827,0.8121,6,6,2022,7.5,169
GE7079,463,0.5743,0.7137,3,7,2021,15.0,47
SLPO1B,158,0.8,0.6946,8,10,2022,15.0,156
UB120F,318,0.8002,0.6933,3,3,2019,7.5,65
ENAD75,150,0.7558,0.5733,3,5,2019,7.5,69
IH1010,106,0.669,0.8685,5,2,2023,7.5,88
FIML12,102,0.6505,0.7194,5,1,2023,7.5,95
MO8009,404,0.4146,0.7265,8,2,2017,7.5,47
AN4208,108,0.6858,0.648,4,5,2012,7.5,93
PEA470,306,0.7419,0.7547,3,3,2019,7.5,47
ESMAS1,165,0.6137,0.6938,6,6,2019,30.0,90
USE41G,130,0.7868,0.7735,6,6,2022,7.5,137
KG7227,304,0.6871,0.7617,7,4,2019,15.0,117
FK2003,402,0.6521,0.6242,1,3,2019,7.5,17
UM8052,130,0.702,0.7738,3,3,2022,6.0,38
PS1201,308,0.6861,0.7975,5,4,2023,7.5,54
JUL201,220,0.6941,0.7461,7,4,2019,2.5,103
SLTJX4,158,0.6479,0.5242,3,5,2019,15.0,67
SOC200,310,0.6901,0.6805,11,9,2020,30.0,180
UB313F,318,0.8822,0.8493,2,5,2019,12.0,143
BL1014,460,0.7441,0.669,2,3,2016,7.5,20
UCSY12,306,0.7716,0.7453,4,5,2022,7.5,63
ES4304,165,0.7088,0.7006,3,4,2022,9.0,49
IT736Z,165,0.8231,0.7743,2,3,2020,7.5,55
MM7018,403,0.767,0.7889,3,2,2019,7.5,67
NS0002,154,0.4778,0.6057,4,3,2018,7.5,64
IH5229,106,0.6481,0.6976,4,4,2021,7.5,68
UMT500,130,0.5664,0.5585,4,7,2020,7.5,74
UCG121,306,0.8272,0.833,4,3,2019,7.5,60
ENGESF,150,0.7178,0.5874,2,7,2022,15.0,40
PSMT40,308,0.7522,0.7339,3,5,2019,7.5,55
JU408A,220,0.7562,0.744,3,8,2022,15.0,129
BL4009,460,0.5673,0.6675,10,5,2009,7.5,35
MI8021,485,0.716,0.6551,4,6,2020,7.5,51
BL2018,460,0.5916,0.6484,8,4,2008,15.0,90
RHG509,103,0.7673,0.6844,3,4,2020,7.5,46
NS1144,154,0.8128,0.7819,3,3,2023,7.5,51
LA4403,165,0.766,0.6784,2,4,2023,7.5,29
GG5018,464,0.8717,0.6987,1,3,2020,7.5,30
ST211G,311,0.5487,0.6897,17,5,2020,15.0,134
ST423A,311,0.7798,0.8281,5,3,2014,7.5,86
KZ7103,434,0.4944,0.6903,6,2,2023,10.0,73
EC2408,305,0.7159,0.6042,3,8,2023,7.5,81
JU400A,220,0.615,0.6461,5,7,2020,15.0,110
RHG111,103,0.7885,0.6437,3,5,2019,7.5,99
UB32MP,318,0.8426,0.7758,3,4,2018,7.5,58
UB22MP,318,0.7716,0.7819,3,4,2023,7.5,71
UC475U,306,0.7411,0.7282,4,3,2021,7.5,75
PRMFI2,302,0.5966,0.7103,3,6,2021,7.5,88
AKA131,312,0.8118,0.6909,8,4,2022,7.5,147
SV2022,320,0.8283,0.8274,4,5,2019,7.5,78
UQ425F,317,0.6938,0.8529,3,1,2014,7.5,54
HI8037,104,0.6943,0.5578,2,3,2019,7.5,31
BL4018,460,0.5993,0.6582,2,2,2015,7.5,19
JKA663,172,0.7089,0.6795,3,7,2023,30.0,80
FAA210,158,0.7802,0.8455,9,8,2022,15.0,143
ETG775,103,0.7601,0.77,4,2,2019,7.5,75
HA45FF,220,0.6092,0.7013,7,4,2020,7.5,122
GV7130,103,0.6909,0.6909,2,2,2022,7.5,45
KG7245,304,0.7638,0.8579,4,3,2022,15.0,80
FV1017,120,0.552,0.7223,5,2,2019,15.0,121
BL7061,460,0.857,0.7538,4,4,2020,7.5,96
HVGDGN,130,0.8218,0.8701,3,2,2022,4.5,61
UCG127,306,0.7303,0.7373,4,4,2019,7.5,66
PSPR04,308,0.7539,0.6906,4,5,2019,7.5,67
YP29LÄ,306,0.7954,0.8033,3,3,2022,7.5,52
FAB110,158,0.7689,0.8101,17,9,2022,15.0,262
LIN024,153,0.7155,0.7969,3,1,2020,7.5,73
SV7031,320,0.7299,0.7481,3,6,2019,15.0,71
IH1380,106,0.8371,0.6321,4,3,2023,7.5,73
CTS303,154,0.6198,0.6083,5,4,2018,15.0,87
US512M,130,0.5478,0.5897,5,4,2019,30.0,52
BKK100,318,0.8469,0.7594,1,3,2020,7.5,35
UM8014,130,0.7161,0.761,4,3,2012,15.0,68
PEA459,306,0.7148,0.7269,9,7,2018,15.0,170
TTA634,154,0.7793,0.7779,4,4,2021,7.5,59
KG2308,304,0.7695,0.7647,5,4,2022,7.5,85
LID739,153,0.7786,0.5739,1,5,2014,15.0,19
SVE002,320,0.6881,0.701,13,6,2022,30.0,298
LVAM21,106,0.5139,0.493,2,4,2014,15.0,28
UCA437,306,0.7947,0.7947,3,3,2019,7.5,63
UQ160F,317,0.7686,0.6995,3,4,2019,7.5,57
KBC201,431,0.6909,0.7206,4,4,2020,7.5,49
JU261F,220,0.8535,0.8126,3,5,2023,3.5,101
KZ7012,434,0.6855,0.7575,6,5,2022,7.5,109
JU678F,220,0.7068,0.6914,7,7,2023,15.0,133
JU670A,220,0.6519,0.714,7,3,2021,15.0,129
TTA665,154,0.5485,0.5282,3,4,2018,15.0,58
UB305M,318,0.7502,0.7346,4,5,2023,7.5,75
PH16A1,333,0.8411,0.8594,4,4,2023,7.5,79
POMAS1,165,0.6166,0.6938,6,6,2018,30.0,90
LVAN45,106,0.8353,0.8008,3,3,2020,7.5,76
UM8009,130,0.7152,0.7038,4,3,2021,7.5,143
AS7016,401,0.7294,0.6679,4,4,2019,7.5,56
UM8044,130,0.6935,0.7004,5,9,2019,15.0,65
VFU10U,130,0.7277,0.6924,5,7,2023,7.5,74
KI1325,172,0.7387,0.8155,3,2,2022,7.5,40
ETA810,103,0.6027,0.6628,2,3,2019,7.5,49
BL7073,460,0.7322,0.7517,5,6,2023,15.0,80
PR4533,302,0.7666,0.7591,7,6,2023,7.5,130
CT7152,154,0.741,0.6818,3,4,2023,7.5,64
SLPSSL,158,0.7753,0.6662,1,4,2016,7.5,15
TTA614,154,0.7862,0.8265,8,6,2023,15.0,115
CT1015,154,0.8483,0.8644,3,4,2019,7.5,50
UB459F,318,0.8253,0.7959,4,3,2023,7.5,70
FE6613,302,0.7192,0.845,10,6,2016,7.5,98
KG1304,304,0.6524,0.7068,4,5,2019,7.5,66
ML271N,323,0.8333,0.7973,6,7,2022,7.5,118
TVSWED,106,0.7731,0.7983,3,3,2020,7.5,29
ABMTSA,172,0.7381,0.8585,3,3,2023,7.5,46
GG1041,464,0.7264,0.8459,5,4,2023,7.5,45
FE6602,302,0.6606,0.7036,5,7,2016,7.5,186
PEAV29,306,0.6882,0.7832,4,3,2022,7.5,40
MVESTE,106,0.8004,0.5346,1,4,2018,7.5,17
TTA605,154,0.845,0.8298,4,4,2019,7.5,68
FE3342,302,0.7683,0.8372,4,3,2021,7.5,98
IH5218,106,0.6301,0.7105,4,3,2013,7.5,62
TVSCHI,106,0.7249,0.5961,3,5,2020,7.5,47
VPG04F,306,0.6737,0.7903,7,1,2016,15.0,142
FAB807,158,0.7753,0.7901,6,4,2023,7.5,107
FE1421,302,0.7112,0.6441,2,7,2022,7.5,39
FV7325,120,0.366,0.4467,4,2,2019,7.5,101
PS1122,308,0.6793,0.6682,14,3,2022,30.0,237
FE1103,302,0.5273,0.7396,10,5,2023,7.5,164
UQ431F,317,0.8285,0.8261,4,5,2021,7.5,100
GV7401,103,0.6776,0.564,2,9,2022,30.0,36
GE4027,463,0.8374,0.8035,1,3,2017,7.5,17
BAL365,158,0.8768,0.8718,2,3,2022,7.5,56
USVF3Ä,130,0.6592,0.7201,6,9,2021,15.0,78
PH02A0,333,0.8039,0.6593,2,9,2020,7.5,38
LIN215,153,0.7563,0.5735,1,10,2022,7.5,33
SA2019,309,0.743,0.6504,4,5,2022,7.5,70
KSB900,165,0.7666,0.7937,5,4,2021,7.5,103
US226G,130,0.737,0.8286,9,5,2020,7.5,93
LIT412,153,0.8626,0.9015,4,2,2022,10.0,90
LIDF02,153,0.64,0.6543,2,3,2021,7.5,80
NU3010,474,0.7462,0.7963,8,6,2021,15.0,121
SLRX71,158,0.654,0.5773,3,10,2017,15.0,70
JKA332,172,0.8,0.7634,6,8,2022,22.5,128
HV04EF,130,0.6464,0.58,5,5,2021,7.5,94
MT7042,403,0.6028,0.6679,5,5,2022,7.5,92
ES2301,165,0.677,0.7071,5,5,2021,10.0,88
KZ7016,434,0.6587,0.6859,8,7,2021,7.5,105
US156F,130,0.8176,0.7255,2,5,2019,7.5,58
PS2ORG,308,0.8353,0.7772,3,5,2022,7.5,54
JU252F,220,0.6114,0.5873,5,4,2020,3.5,85
UCG030,306,0.6844,0.7704,3,3,2020,7.5,61
JKA662,172,0.7065,0.6778,2,4,2021,30.0,37
JO7034,120,0.6939,0.6646,5,4,2021,30.0,73
JU561A,220,0.7149,0.7086,4,5,2021,15.0,78
MM5010,403,0.7819,0.7367,1,4,2019,7.5,46
SOD251,310,0.6178,0.7589,10,6,2019,15.0,126
UB607Y,318,0.8542,0.8468,4,5,2021,8.5,85
MO8003,404,0.5974,0.7648,8,4,2016,15.0,40
PH08G0,333,0.6756,0.7518,7,5,2022,7.5,136
MM5025,403,0.7293,0.622,1,7,2017,7.5,30
LK1082,104,0.7614,0.7987,6,3,2018,15.0,134
IT738Z,165,0.8226,0.8016,3,4,2020,7.5,46
LIN621,153,0.6661,0.6138,2,5,2019,15.0,35
UCSY09,306,0.7214,0.7478,5,3,2022,7.5,77
UM8026,130,0.7642,0.7585,5,5,2016,7.5,70
JU249F,220,0.5258,0.6898,3,5,2020,3.5,52
FE4444,302,0.7587,0.7457,4,5,2023,7.5,158
HA22FF,220,0.657,0.7316,12,6,2020,15.0,175
ETA809,103,0.5481,0.5483,4,4,2019,30.0,80
ENLF75,150,0.7818,0.831,2,3,2015,7.5,59
PSPR05,308,0.7507,0.6448,4,6,2020,7.5,66
IB472D,323,0.6433,0.7719,5,3,2022,7.5,100
UQK800,317,0.7631,0.7353,8,6,2017,5.0,131
UQ147F,317,0.7339,0.783,6,6,2014,15.0,113
GG7032,464,0.5907,0.6395,5,3,2023,7.5,45
MT1011,403,0.6465,0.7483,10,6,2023,7.5,74
FV1022,120,0.173,0.226,3,1,2019,7.5,75
KZ1001,434,0.7473,0.8171,6,5,2022,7.5,103
MO8014,404,0.7938,0.7167,1,3,2017,7.5,58
EH6076,301,0.8544,0.7402,5,6,2015,15.0,83
MO8010,404,0.4844,0.5611,13,5,2017,7.5,63
AS1002,401,0.7318,0.52,1,4,2019,7.5,25
KV6001,106,0.817,0.8154,4,6,2017,7.5,91
HVUVF1,130,0.7187,0.6562,4,6,2022,7.5,60
ML210N,323,0.7644,0.7972,8,6,2019,7.5,138
EC2211,305,0.4675,0.5431,9,7,2022,7.5,51
KV5259,106,0.9073,0.9016,2,3,2016,7.5,45
MI7010,485,0.7513,0.6688,2,5,2022,15.0,117
HI1353,104,0.7729,0.7692,7,9,2020,15.0,157
GG7030,464,0.5209,0.5707,8,8,2023,7.5,54
ABMNAO,172,0.7308,0.7731,2,2,2022,7.5,39
HVSOAN,130,0.8368,0.857,4,3,2023,7.5,83
UM2034,130,0.7813,0.761,2,3,2022,7.5,108
PH04A0,333,0.7798,0.8121,4,5,2021,7.5,68
KZ8009,434,0.658,0.6946,8,7,2015,7.5,139
JU258F,220,0.9008,0.7932,2,5,2022,3.5,58
USVF2K,130,0.7198,0.6738,4,9,2019,7.5,48
SU7260,314,0.8591,0.8158,2,4,2022,7.5,59
SV8001,320,0.7427,0.8016,8,4,2018,7.5,157
JU734A,220,0.7014,0.6717,3,5,2019,15.0,100
ABMTSO,172,0.7152,0.8692,3,3,2023,7.5,49
USS313,130,0.5993,0.6155,5,4,2023,15.0,84
IB315B,323,0.6326,0.6676,3,1,2019,7.5,38
ML211U,323,0.7215,0.8063,10,6,2020,5.0,93
UM304V,130,0.7518,0.7816,3,4,2023,7.5,99
KZ8013,434,0.5758,0.6255,9,5,2014,7.5,117
UB214Y,318,0.8502,0.861,6,4,2023,7.5,130
NS1083,154,0.6637,0.6863,6,3,2019,7.5,88
GG7007,464,0.6898,0.7825,4,3,2018,7.5,23
UMU220,130,0.7613,0.8099,6,4,2019,7.5,111
PH19A1,333,0.6888,0.6354,2,3,2023,7.5,30
AS7018,401,0.8055,0.696,1,6,2019,7.5,32
UB108M,318,0.8146,0.8016,4,4,2023,7.5,81
MT4006,403,0.7304,0.7304,2,2,2019,1.5,13
NS171U,154,0.7126,0.7468,6,4,2018,4.0,97
JKB910,172,0.8059,0.8558,4,2,2013,7.5,56
FE5241,302,0.7432,0.7734,7,5,2021,7.5,115
TYS10D,158,0.776,0.8592,6,3,2022,7.5,110
LIN506,153,0.6811,0.7352,4,3,2021,7.5,96
DA7056,403,0.439,0.6649,8,3,2021,9.0,80
PSPR16,308,0.8034,0.8021,2,5,2021,7.5,55
CH204F,130,0.7608,0.7565,6,5,2019,15.0,142
MO8007,404,0.4798,0.5847,9,5,2016,7.5,57
HVREGN,130,0.6385,0.7711,6,3,2020,3.0,143
NS1049,154,0.7783,0.829,9,6,2020,15.0,156
ES011A,165,0.7454,0.8264,8,4,2023,15.0,119
KV1560,106,0.7573,0.7618,8,6,2017,15.0,250
TYA103,158,0.7455,0.8064,3,5,2012,7.5,66
PR3522,302,0.5753,0.6908,4,6,2022,7.5,58
KV8003,106,0.8071,0.7955,2,2,2021,7.5,26
KZ8023,434,0.6508,0.6849,5,5,2022,7.5,90
HVDA03,130,0.6877,0.6732,2,2,2019,7.5,40
RHA217,103,0.8136,0.8136,1,1,2023,7.5,21
BL5009,460,0.7062,0.7529,5,3,2007,15.0,91
GV5005,103,0.6938,0.7073,13,8,2017,15.0,222
IH1370,106,0.7658,0.8402,5,2,2023,7.5,95
ABAG03,172,0.8049,0.8349,15,10,2019,30.0,255
SUVFHA,314,0.7607,0.8179,3,4,2023,3.0,55
ENRA75,150,0.7537,0.7278,2,3,2022,7.5,51
ES3LDP,165,0.6694,0.5544,4,4,2021,7.5,78
SV7079,320,0.8067,0.8383,9,5,2020,7.5,209
TVMUAP,106,0.5315,0.4033,3,8,2021,30.0,21
UM7027,130,0.6582,0.662,4,7,2023,15.0,70
JU410A,220,0.5798,0.7006,9,5,2019,15.0,90
PSPR64,308,0.7598,0.6675,4,4,2023,7.5,69
MM2003,403,0.5693,0.5475,2,3,2023,7.5,83
TVEVII,106,0.6145,0.7502,4,2,2023,7.5,85
SLRYNA,158,0.7576,0.7646,12,8,2022,15.0,186
GE7069,463,0.7543,0.8538,3,4,2018,15.0,69
PEA464,306,0.8233,0.7528,2,4,2019,15.0,31
PH10A1,333,0.7132,0.7494,3,4,2023,2.5,55
JU217A,220,0.6506,0.6863,15,10,2021,10.5,316
FI10P1,102,0.68,0.7542,17,10,2023,30.0,264
IB142N,323,0.649,0.7106,4,4,2020,7.5,62
GE5043,463,0.8566,0.7815,1,5,2023,7.5,17
IB137N,323,0.667,0.6227,2,8,2020,7.5,44
NS8016,154,0.5713,0.5982,3,4,2019,15.0,29
FV7302,120,0.7627,0.766,4,4,2019,7.5,91
SV7098,320,0.825,0.8091,2,6,2022,7.5,83
KI1316,172,0.6187,0.6537,3,2,2023,7.5,47
MK7037,120,0.6535,0.5684,3,3,2018,7.5,61
MVSPMU,106,0.8024,0.7015,2,5,2022,15.0,80
HV04KS,130,0.7454,0.49,1,4,2019,7.5,31
ATM019,328,0.6369,0.7195,11,6,2020,7.5,166
GG2015,464,0.7145,0.7734,8,6,2022,15.0,68
YP029U,306,0.7954,0.8033,3,3,2022,7.5,52
UQ2MAT,317,0.7905,0.7705,5,10,2021,30.0,250
LV1051,106,0.7653,0.7805,5,3,2020,7.5,65
JU451B,220,0.6785,0.8425,10,4,2019,15.0,192
PSPR41,308,0.7196,0.6716,3,4,2022,7.5,71
SV7063,320,0.6544,0.7471,3,5,2019,7.5,57
FE3831,302,0.6093,0.7716,5,3,2023,7.5,92
HI8013,104,0.5604,0.4737,1,5,2019,7.5,32
GE5037,463,0.6467,0.7014,9,3,2020,10.0,64
UM8048,130,0.7484,0.7459,4,7,2022,7.5,97
JU369B,220,0.7698,0.8033,7,7,2019,15.0,126
US92VU,130,0.7198,0.6738,4,9,2020,7.5,48
SVS011,320,0.7723,0.6962,4,3,2024,7.5,57
PSPR37,308,0.7456,0.6263,2,4,2021,7.5,29
JU379A,220,0.6026,0.6058,8,4,2023,15.0,68
PR1521,302,0.7931,0.6925,2,6,2019,7.5,91
BL7063,460,0.54,0.6831,6,4,2020,15.0,75
UQ419F,317,0.7589,0.7017,4,4,2019,7.5,86
LISD42,153,0.8578,0.8757,2,2,2023,7.5,46
ABMMES,172,0.7521,0.7769,4,4,2020,7.5,122
MT5011,403,0.6574,0.7587,4,5,2017,7.5,70
BL4021,460,0.7975,0.7975,1,1,2017,7.5,11
MVMARA,106,0.8191,0.7739,2,4,2018,7.5,55
BL7051,460,0.7504,0.7672,6,3,2017,15.0,167
BL8049,460,0.7317,0.7571,6,5,2019,15.0,124
UQ01KV,317,0.7995,0.8013,5,4,2021,5.0,124
AKA124,312,0.8056,0.8067,8,5,2023,7.5,122
FIFL11,102,0.6581,0.609,6,10,2022,7.5,146
JU761A,220,0.5832,0.7714,15,7,2019,15.0,298
HVMA09,130,0.7682,0.7893,5,3,2019,7.5,80
TYA710,158,0.654,0.6778,3,3,2022,7.5,44
BKBIS1,318,0.8425,0.8294,5,6,2021,15.0,104
FAB801,158,0.8747,0.7982,2,3,2019,7.5,47
MM5016,403,0.7813,0.6941,1,4,2020,7.5,69
MT4007,403,0.6516,0.6589,2,7,2021,7.5,51
FE4142,302,0.6806,0.6966,5,3,2022,7.5,117
UM2204,130,0.7291,0.8554,13,5,2020,15.0,163
KZ8021,434,0.7019,0.7528,5,6,2021,7.5,153
FAA913,158,0.6332,0.54,3,5,2022,30.0,59
BL4017,460,0.7665,0.8635,3,4,2021,8.0,41
RS72AR,165,0.7112,0.7507,3,3,2020,7.5,60
JU254F,220,0.6329,0.6862,4,5,2023,3.5,69
JKA935,172,0.7415,0.6816,3,5,2023,7.5,70
GE3021,463,0.7659,0.776,5,6,2023,15.0,85
EC2102,305,0.7871,0.7788,2,4,2015,7.5,38
EH6081,301,0.7824,0.6219,4,6,2023,15.0,59
JU270F,220,0.7192,0.6656,4,5,2023,3.5,98
